Dates,ABR,AMZN,GS,NFLX,NIO,NVDA,TSLA,UBS
2021-02-01,-0.011845321411410764,0.015982466077277338,0.0070469059678485504,0.008632366697848518,-0.04724507138001368,0.0029270711173404306,0.016274153104872426,0.006194081211286983
2021-02-02,0.01419461016251793,-0.0003264705882353316,0.01702553830746116,0.02506979237922694,-0.016052631578947353,0.0025373134328358464,0.03936444486494168,0.006793478260869541
2021-02-03,0.001272727272727297,-0.006971580556906312,0.0032409827496079693,-0.01176063645797288,0.04307650862068963,0.00046755275553590796,-0.009873837473047159,0.0023584905660377453
2021-02-04,0.03479729729729721,-0.0015823070397622983,0.014104882459312934,-0.0019353055017969857,-0.02140309155766941,-0.008532517046704255,-0.01325784217189485,0.005720053835800865
2021-02-05,-0.002570694087403658,0.004460518384569072,-0.005063934287407924,-0.0031339093342620176,-0.02020228193368399,-0.0058657992836781605,0.015920368620037834,-0.0043304463690872425
2021-02-08,0.006283068783068826,-0.012793335675453663,0.007524378310895226,-0.005189606296360046,0.033701948393891554,0.033550116845709285,-0.006341230647173451,0.005301524188204113
2021-02-09,0.007262351624926359,-0.0003137538842127383,0.004766045687146765,0.013960665437081101,0.042395327515365545,0.0009122502172023932,-0.008471411901983653,-0.00206379476997838
2021-02-10,0.007847309968743669,-0.011969206496014772,-0.0021205394122129364,-0.00938454435684347,-0.001285553591515319,0.01087274920306702,-0.0423789794382108,-0.007083065035415289
2021-02-11,-0.007954769574649953,-0.004719564741108662,-0.007854349469256443,-0.014606224675761269,0.0008249757360077958,0.009082451447842936,-0.001148218540164253,-0.003257328990227944
2021-02-12,0.004911591355599284,0.0020135343994187116,0.0015956429715882595,-0.00942857142857138,0.010813643926788607,0.008142110831900468,0.0106540880503145,0.005232177894048402
2021-02-16,0.02003231017770601,-0.0013131715081575693,-0.0006123896087152637,-0.001367066293721372,-0.013702211881207713,0.0013970661610618231,-0.026546832966495383,0.009554140127388559
2021-02-17,-0.01873610670053985,0.015325647001103894,-0.00239426661524619,-0.016040349813836587,-0.02229134266459304,-0.02039012345679003,0.004968139808566312,-0.010841836734693874
2021-02-18,-0.007124352331606181,0.00934969759047886,-0.005283505154639131,-0.01162970720823276,-0.010110128181982349,-0.003201907519373236,0.004514269682981047,-0.013137508069722402
2021-02-19,0.03575737351438765,-0.006336272459715735,0.01164880302933058,-0.010171472398239715,-0.013459673073468747,0.00021517122664150068,-0.009209201651062095,-0.001926782273603156
2021-02-22,0.015138461538461457,-0.004007034918892595,0.009358288770053468,-0.0001962396740550677,-0.036798746774788005,-0.0009634725579352107,-0.02106155159955324,0.01791102514506776
2021-02-23,-0.009714632665452347,0.0031925908881731083,0.0011662726556343722,0.009969100513101528,0.0060632308358597045,-0.013996389181845679,0.010954106893677026,0.0038535645472061977
2021-02-24,0.009055690072639197,-0.0052804676354362675,0.017750007771456928,0.020098048250059848,0.04174908796108632,-0.0028318584070796864,0.021262127755033316,0.01110406091370563
2021-02-25,-0.026486168334314265,-0.009232200845780435,-0.005356927892139078,-0.005217264402203474,-0.058207422563184126,-0.030376067770176846,-0.0316335708849374,-0.008392912651538798
2021-02-26,0.0002996703626012921,0.004899676375404489,-0.012309765134580587,0.003047778953899987,0.007521458090494875,-0.0037698051356766524,-0.016382447377809514,-0.008911521323997489
2021-03-01,-0.003952336007550741,-0.002065264925289696,0.0019941708851051823,0.012341824459586084,0.020799011532125163,-0.007981838165078017,0.03176531852108998,-0.00031786395422764025
2021-03-02,0.0,-0.00566257173544165,-0.0009829719021262095,-0.0040973204249610045,-0.02207167832167828,-0.017054375485012083,-0.02426950918692827,-0.0037617554858933367
2021-03-03,0.003616125150421088,-0.01573956587855835,0.01125591707112471,-0.030799320038750518,-0.035002801120448124,-0.027359985089926292,-0.011285805155043965,0.009638554216867535
2021-03-04,-0.001232665639445493,0.0031816546584508007,-0.006728318216847418,0.00740472146415007,0.0001642024051976715,-0.01522420396951302,-0.03402620670806694,-0.0028753993610223594
2021-03-05,-0.06590619471216314,-0.025108852925746206,-0.040915893445076366,-0.014920329852769431,-0.12270408163265312,-0.04074408705778421,-0.09099367921198707,-0.011516314779270728
2021-03-08,0.016466117796073564,-0.005833004113313712,0.01712090504854964,-0.009516025453908549,-0.006216773118878564,-0.03520813986352808,-0.028273809523809482,0.0009517766497462289
2021-03-09,0.0019249999999999545,0.015158105851061941,0.021470337434523118,0.00033564666278361466,0.08666134185303502,0.02522680412371137,0.05523844990261619,0.009658725048293649
2021-03-10,0.01047443006777561,-0.01060191961452268,0.01960725302836519,-0.007254997562164851,-0.037740164684354954,-0.0033000707158010664,-0.029938798747509206,-0.007982120051085569
2021-03-11,0.007931665649786394,0.007333946108074043,0.010750477309443458,0.0009569751772357266,-0.011403092899875804,0.003971105112919119,-0.011315132189823598,0.004800518975024432
2021-03-12,0.007546030787805614,-0.0028040966454814906,0.011304853240337072,-0.009981780827228037,0.0416762606493208,0.0109482344712305,0.02154295976371757,-0.001934235976789127
2021-03-15,0.0032286995515694162,-0.007773202324793495,-0.019782037086312477,-0.009253353443980605,-0.017207365190705756,0.01201434723018763,0.013055207979227525,-0.010485991624192462
2021-03-16,-0.006522383634746483,0.0036400783619000053,-0.008869565217391311,0.011647089940042472,0.004890024439013601,0.004214745991308257,-0.0025682616923492128,-0.00834403080872919
2021-03-17,0.010955569080949466,0.00017523990017829635,-0.0009315866084424838,-0.007757459095283874,0.005017912586577602,-0.004230813309393586,0.015144016628724043,0.010960670535138616
2021-03-18,-0.008902077151335437,-0.0075104804901644515,0.018218970592438054,-0.004118984242942362,-0.0010359116022098205,-0.011287136235848353,-0.015736558356403838,0.014027431421446473
2021-03-19,0.0039062499999998634,0.00019075370736405583,-0.0034114892017693683,0.003869235628553339,0.03217581350169992,-0.0018273716951787344,0.0106081499256236,0.0037783375314860653
2021-03-22,-0.003347534996956769,0.009160077383502706,-0.010057009209179938,0.02727095135768712,-0.02350056497175148,0.02240675092478421,0.002710461507074907,0.003443957420162676
2021-03-23,-0.0030731407498463866,0.012048154267507315,0.002193047446877898,0.014252718156723625,-0.017798208392267856,-0.004178508912269972,-0.005680554113581479,-0.001255492780916483
2021-03-24,0.01423267326732676,-0.0027755107225536546,-0.00213386229074636,-0.005299573922551793,-0.07184607890891385,-0.008904175026272988,-0.012125722619396727,0.007918910357934747
2021-03-25,0.0012539184952978903,-0.004887888139050642,-0.0008103479909485242,-0.021006123556313417,0.05955747286390196,0.0023913349275566137,0.024453441295546597,0.007269279393173212
2021-03-26,-0.02168394596292797,-0.00216639914919609,-0.01316693861206227,0.00023809051407711068,-0.027739251040221916,-0.0015160884916915313,-0.03175578390496244,-0.0003103662321538799
2021-03-29,0.005148005148005153,0.0051639167228435395,0.009378516943853945,0.0065507137712972055,-0.018435197866660664,-0.0011657049600746492,-0.011442131096916741,0.0035495321071314294
2021-03-30,-0.0015908367801463796,-0.005719201853608045,0.004378323511142737,-0.004808726078542486,0.05268738666839645,0.0053703559467248975,0.034830643027255984,0.0028957528957530058
2021-03-31,-0.00249687890137323,0.01708445702471519,-0.012912568635732737,0.021359565602304627,-0.025804213186403482,0.025553629886385706,0.022054601046080362,-0.0044857417494393
2021-04-01,-0.004394224733207802,0.0013024375102003462,0.006800428855873878,0.008031824209130534,-0.031484697226198274,0.00812633596226152,-0.018550436738628794,0.003178639542275838
2021-04-05,-0.011104256631708803,0.01497536697218771,-0.021004731338335806,-0.0067921742340346074,-0.02503097893432461,-0.0006683163845889936,-0.01557225925400655,0.003118750000000059
2021-04-06,-0.008055451479955011,0.004665682894769532,0.0032595325953259603,0.0028582908699067715,0.036516129032258045,0.006180936124337535,0.0034795215657846715,0.0012406947890818594
2021-04-07,-0.0006309148264984093,0.018664299346409317,-0.007426877349552269,0.008128886480329847,-0.04298642533936654,0.015627543545498918,-0.0009708525253116251,-0.0034140285536933407
2021-04-08,0.009119496855345997,-0.00016297704739914697,0.006623536660505166,-0.001203369434416222,0.04159072741806546,0.004604730043106945,0.01641107466832129,0.008109794135994946
2021-04-09,-0.007392681866186341,0.013985230239842024,-0.009818595461893162,0.0007246770657825194,-0.0169291338582678,0.010391531782235725,-0.002690317812269106,0.0009310986964618603
2021-04-12,0.004975124378109568,0.0022003377815837948,0.00045099218280209637,0.0005617264935581667,-0.02323739107472922,-0.0022221368151469512,0.01709305635643024,0.005593536357986318
2021-04-13,0.003968253968254047,0.005582722325605963,-0.004295126123830661,-0.00279887684941874,0.011869831955188058,0.011216496868407774,0.03780232737685827,-0.0019117769295200972
2021-04-14,0.014024390243902467,-0.00992634627541501,0.04237133471225212,-0.017262689965485457,-0.035928709513485084,0.0017606907696389818,-0.016579122297094778,0.013065646908859151
2021-04-15,-0.006716861261654335,-0.003977026890865899,-0.0035307617618500855,0.012795021908023207,-0.04028757460661963,0.01359821017723678,-0.011792963464140774,-0.002201950298836121
2021-04-16,-0.0024154589371980163,0.0028592548787699803,-0.0025528169014084638,-0.008074658695295464,0.052683639992226014,-0.010210396039603995,0.001986555907749569,0.007822277847309137
2021-04-19,-0.008149713250830156,-0.005082936781710798,0.00591383123786967,-0.007637737490147105,-0.027086183310533377,-0.01198306009175788,-0.009614580720675498,-0.00560747663551401
2021-04-20,-0.018337408312958478,-0.01631963151319947,-0.015691238813000424,-0.017481640694966848,-0.02294417606011811,-0.018306412139011304,-0.0015580657726336938,-0.010466222645099964
2021-04-21,0.019314641744548205,0.009069851392816344,0.008386253836103403,0.009972837012267543,0.03180696462846185,0.004645416357795981,0.029960746162286885,0.013693219223173153
2021-04-22,0.012826718296224573,-0.004453681710213777,0.004462389711380176,-0.021322519203147528,0.024383983572895167,-0.010137110923386665,-0.01311497415933968,0.0016425755584755963
2021-04-23,0.02060316512391752,0.0072036141389350905,0.017325017325017327,-0.011729127694024795,0.012851849913914,0.011691517395510175,0.02127156371730673,0.009999999999999986
2021-04-26,0.002301495972382204,-0.004582215871292277,0.010065837600585216,0.0025775232075844496,0.007142857142857075,0.008235313417655038,-0.0066610160370251074,0.0016223231667748445
2021-04-27,0.008311837202636833,-0.004647528531468125,0.0019589633456192105,-0.007309684354539143,-0.025372439478584807,-0.006256936513808667,-0.008292933642639886,0.004632176062451575
2021-04-28,0.006857142857142914,0.008079456716157517,0.0007545177828078297,0.001505099514803428,0.01663380975850183,-0.003908221921868093,-0.0026149310127669295,0.005528455284552901
2021-04-29,-0.011615769017212809,-0.015539404303833541,-0.003991452991453022,-0.013402528056050841,-0.05720958373668928,-0.017268522275419924,-0.036885831951038256,-0.00016048788316490314
2021-04-30,-0.000563063063063151,0.0012361821670017535,-0.00672154025803883,0.011856381929374613,0.08199786324786326,-0.0017716244812257687,0.05257248085517305,-0.008111615833874108
2021-05-03,-0.004486819966348755,-0.020313074871228867,0.0037940379403793583,-0.010803853504426779,-0.003724857213806945,-0.018758543454273125,-0.025876788022557117,-0.0032404406999351223
2021-05-04,-0.016759776536312693,-0.02042203349916989,-0.010065670614550748,-0.019356616380795,-0.04629392151833803,-0.030628161054943148,-0.027256861998444463,-0.011213720316622686
2021-05-05,0.0019729425028184974,-0.008593190742476857,0.011666406150086022,-0.005279628428099016,-0.005346896191966755,0.0017318075316648813,-0.0011616109632549769,0.011849901250822891
2021-05-06,-0.02556179775280909,0.01185012714071269,0.005087007283037705,-0.0016763274291599864,-0.01140694601534156,0.0019087925375712873,-0.02414188990285536,0.006136950904392691
2021-05-07,0.01800000000000007,0.0020386590154032012,0.012462739765993401,0.006940991627055963,0.005999459751485616,0.010520957067707528,0.01807401596186036,0.008043758043758044
2021-05-10,-0.003337041156840863,-0.014512026608948665,-0.004060262848595038,-0.010483453466608344,-0.011148379028431828,-0.016573664511738622,-0.02601330457212678,0.004182754182754265
2021-05-11,-0.005711022272986945,0.02328178694158063,-0.0019870291154961426,0.02926595567405435,0.05539015292914391,0.025804701627486406,0.016427648792766467,-0.0006613756613756474
2021-05-12,-0.022517321016166315,-0.014083492981731147,-0.009560808949137517,-0.005471833145895078,-0.014200160165271885,-0.012539964476021218,-0.018457752255947497,-0.0069033530571992385
2021-05-13,0.02771084337349381,-0.017867467582594478,0.00723204700830556,-0.006572894731461933,-0.06053878034339851,-0.029972635691740537,-0.05721217424159566,0.014028056112224387
2021-05-14,0.0017123287671233526,0.006282210435240556,0.010788690476190533,0.008233149691768978,0.037292384832341,0.015624436835465981,-0.001322342435170843,0.002925877763328994
2021-05-17,-0.001133786848072538,-0.001066442109403991,-0.0025112326758881245,-0.0010071735421677028,0.00029949086552854176,-0.010391246860885106,-0.007350337286334929,-0.00334082878252487
2021-05-18,0.001459731543624137,0.00033181328349035476,-0.015152327826646581,0.005916187345932611,0.014325801211047307,1.760532384991621e-05,0.03433106336553519,-0.0028735632183908002
2021-05-19,0.007981755986317023,0.005832343564418283,-0.004111083144559025,0.01339891806086434,-0.003866362946089543,0.014690885036244874,0.0010283611171250091,0.010097719869706914
2021-05-20,0.0012476249341850654,0.0011716353254217677,0.0023537604456825272,0.02309934962996184,0.011645047169811204,0.016129032258064516,0.006161803759568074,0.002871729419272491
2021-05-21,-0.011344299489506483,-0.014809122763877879,0.010819173919049584,-0.004908780158193941,-0.010704800343295854,-0.014380258880977834,-0.018157556438039117,0.0009760705289672168
2021-05-24,0.0,0.013526555009028166,-0.001144008934165053,0.006491431310669916,0.045654726952436865,0.02550988626937996,0.03591336612304762,0.003146633102580172
2021-05-25,0.00911122571772385,-0.009670848600143103,-0.003567567567567549,-0.008242356997087374,-0.003293727549046679,-0.007979653473215676,-0.01519157811755818,-0.00833333333333321
2021-05-26,0.010553337136337633,0.006903784239926354,0.00959456125442035,0.001994813484939158,0.04196463111356736,-0.005371062804993958,0.028812495872135337,0.00474683544303793
2021-05-27,0.019466073414905333,-0.0010495884508442965,-0.010516996217100893,0.0015153629892529815,-0.006975519873650976,-0.0011051316548146175,-0.005726292826896012,0.0016119032858028395
2021-05-28,0.00018141836173718605,0.0024125713191297275,-0.0009697230901842841,0.013536883535094524,-0.0021022034206222514,0.03556041412127838,-0.008737017363038122,0.0009185548071035254
2021-06-01,0.003538377789874672,-0.006041783606072053,0.012004912901649411,-0.005318620141167137,0.03698712339042386,-0.009010532790036154,-0.0022909416009450263,6.049643373509031e-06
2021-06-02,-0.0031974420463630306,0.0015224381335094072,-0.004045201868622312,0.0033581117634094945,-0.026573377234242856,0.037679508476085505,-0.027203006673465965,-0.0009135200974421783
2021-06-07,0.0028014941302028813,-0.00035999261232554943,-0.007694659600489295,-0.004850338207298761,0.03127025738798858,-0.019030409125561195,-0.00850145064435611,-0.004236006051437234
2021-06-08,0.0036687631027253823,0.007618308766485705,0.0014398754702296195,-0.011247827261765113,-0.025351798079070918,-0.016049312578116218,-0.03299040331784794,0.005487804878048772
2021-06-09,-0.0018087855297157695,0.0003045994517209869,0.002170388578003201,-0.009131866577772468,-0.011734076660181062,-0.004143219873730477,-0.007880605919984083,-0.0030562347188264494
2021-06-10,-0.006606451612903232,0.012042222262758088,-0.011370961503751562,0.0019077081722093556,-0.007021774760009388,0.002026097169083932,0.008072804429267654,-0.008914877886336898
2021-06-11,-0.002100840336134409,6.276675872459035e-05,0.004948519434911043,6.53050562440595e-05,0.06399112564222321,0.016585093594367245,-0.0030656160373537023,0.0
2021-06-14,0.009348221241236028,0.007581265239569821,-0.010398875110224954,0.02703145478374834,0.024288840262582042,0.003295036377426337,0.01121755506427581,0.0002463054187192941
2021-06-15,-0.02091152815013389,-0.0005334123573863333,-0.01321124567009483,-0.010562252212566646,-0.015800865800865885,7.272696757902726e-05,-0.01446763497294436,0.001229256299938511
2021-06-16,0.0064341971889009,0.00035906642728912347,-0.0012960362890161415,-0.004035528877352387,-0.002829124906877495,-0.0003641150603590608,0.003855437843636966,-0.00184729064039394
2021-06-17,-0.019377729257641946,0.01437358406404433,-0.033762317591944487,0.012855195980717193,0.04115044247787609,0.05008701021668359,0.01972430703977993,-0.01915945611866505
2021-06-18,-0.012615643397813368,0.0030881913989852074,-0.005047229663047974,0.009331306684920021,-0.007974367953231544,0.018378666666666654,0.008807926480910106,0.0006422607578676806
2021-06-21,0.01816162651631638,-0.00048578015142544987,0.00864585990872243,-0.003616817200863245,-0.012321868638165558,-0.021354284911188105,-0.010172842655781613,0.004704743465634116
2021-06-22,0.0055710306406686035,0.012116445110190274,-0.0023808856894763897,0.020261306532663285,-0.025445846020008583,0.016309805428065028,0.011123686337914301,-0.0009733939000649298
2021-06-23,0.010485651214127908,-0.003878132118450994,0.0004452111970616757,0.009439522228552471,0.011837592654054577,0.006291791712736235,0.020865060051809346,-0.005462724935732703
2021-06-24,0.001355013550135617,-0.007049116516412407,0.008851384835636734,-0.006998083400868817,0.001280209013716481,-0.000498130393717076,0.03289806359499094,0.0035358405657344725
2021-06-25,-0.0005374899220640453,-0.015399781448568137,-0.0005400734499891679,0.0030764861794774704,-0.000901874310915118,-0.010789257348514693,-0.012035130356324239,0.0022392834293025183
2021-06-28,-0.020391517128874388,0.0016725195102910402,-0.0038627893691684555,-0.0052621652206715904,0.0642810528605612,0.0256114627601525,0.02276751834050082,-0.007367072389493928
2021-06-29,-0.0032747972482911523,-0.0018085075451400733,0.0027069554085770303,-0.0033103863371327373,0.010430524382779072,0.00036635939478931183,-0.004339002846923269,-0.0012820512820512547
2021-06-30,-0.007218212104386593,0.006232311064021323,0.01379774072081763,-0.0024206259851384145,0.038948837446002235,-0.008165042865852914,0.009465894937357935,0.0036065573770491617
2021-07-01,0.003841429369067534,-0.0034792061480509047,-0.013324590163934384,0.011514644987273509,-0.04623538011695909,-0.008063621231736593,-0.004492504702817048,-0.0009708737864076889
2021-07-02,-0.01932633903920474,0.0014346495397527818,-0.003931236673773896,-0.0084505993596902,-0.02923896866891587,0.00263358216285235,-0.00365606554488576,-0.003244646333549689
2021-07-06,-0.016787912702853985,0.022548829032885107,-0.012757500067144737,0.011369387946386617,0.004631531692222551,-0.0029875979664046736,-0.03898476118049654,-0.01016661221822932
2021-07-07,-0.000851788756388448,-0.0046551039890164415,0.001377053650555581,-0.010432987410370258,-0.06278440731901361,-0.012048482516473452,-0.023799462738824637,-0.000901259111994717
2021-07-08,0.02522470281240932,0.0049549672862656815,0.0031365364865239835,0.000977921540602516,0.030330672748004522,0.010347988798050973,0.027442883046959292,0.002032520325203209
2021-07-09,0.020774046670460924,0.002678470582540469,0.011938990662394955,0.008598095597246998,-0.03395214697714167,-0.00043902010712093466,-0.006080555936542783,0.006040268456375829
2021-07-12,0.002475247524752569,-0.011032483496653932,0.03429128632953229,-0.0047369594293358375,-0.013590408295528216,0.005378198888628786,0.024045681372128067,0.015303997312730952
2021-07-13,-0.005221214619400872,0.011858219056195775,-0.01722786761056406,0.01268180040596649,-0.009715025906735812,-0.0013340676825162698,-0.009857053836131285,-0.00462607544672394
